5.757218e+02,7.723377e+02,9.950029e+02,1.064221e+03,1.184397e+03,1.187317e+03,1.299702e+03,1.481300e+03,1.723346e+03
5.280089e+02,6.973302e+02,9.147485e+02,9.518884e+02,1.072725e+03,1.068986e+03,1.149657e+03,1.321988e+03,1.585584e+03
5.260369e+02,7.041765e+02,9.121665e+02,9.684293e+02,1.076816e+03,1.084656e+03,1.181886e+03,1.349277e+03,1.581203e+03
5.186820e+02,6.913067e+02,8.975577e+02,9.480841e+02,1.048909e+03,1.053505e+03,1.145063e+03,1.317938e+03,1.554674e+03
5.382841e+02,7.172636e+02,9.330562e+02,9.833703e+02,1.099860e+03,1.102719e+03,1.205158e+03,1.369363e+03,1.616737e+03
5.094111e+02,6.709039e+02,8.815571e+02,9.148982e+02,1.030139e+03,1.016575e+03,1.111694e+03,1.268562e+03,1.525614e+03
5.282172e+02,7.098188e+02,9.157135e+02,9.773722e+02,1.075790e+03,1.075706e+03,1.175264e+03,1.363242e+03,1.587048e+03
5.277176e+02,7.012059e+02,9.149252e+02,9.602597e+02,1.075316e+03,1.075116e+03,1.176948e+03,1.335941e+03,1.586451e+03
4.771926e+02,6.366450e+02,8.273035e+02,8.724121e+02,9.764342e+02,9.882020e+02,1.073501e+03,1.214425e+03,1.433312e+03
5.181338e+02,6.924719e+02,8.975100e+02,9.514035e+02,1.062348e+03,1.058516e+03,1.161863e+03,1.324292e+03,1.554036e+03
