8.980205e+02,1.261718e+03,1.557703e+03,1.775915e+03,1.965973e+03,2.145588e+03,2.341726e+03,2.461062e+03,2.694379e+03,2.733408e+03,2.839502e+03,2.994143e+03,3.195550e+03,3.299634e+03,3.315114e+03,3.346155e+03,3.395521e+03,3.468392e+03,3.558549e+03,3.682271e+03,3.803449e+03,3.930616e+03,4.085823e+03,4.205560e+03,4.339614e+03,4.516244e+03,4.666808e+03
8.642343e+02,1.209992e+03,1.497070e+03,1.705054e+03,1.886864e+03,2.056873e+03,2.245027e+03,2.356230e+03,2.590942e+03,2.606130e+03,2.703959e+03,2.863860e+03,3.056069e+03,3.170870e+03,3.179228e+03,3.208004e+03,3.244040e+03,3.307421e+03,3.375106e+03,3.466496e+03,3.597317e+03,3.723637e+03,3.860995e+03,4.017010e+03,4.160033e+03,4.317921e+03,4.485190e+03
9.233391e+02,1.294930e+03,1.603657e+03,1.821508e+03,2.015483e+03,2.193753e+03,2.406872e+03,2.511161e+03,2.776401e+03,2.803400e+03,2.898354e+03,3.049284e+03,3.266911e+03,3.400709e+03,3.417296e+03,3.451795e+03,3.505310e+03,3.572585e+03,3.665569e+03,3.751575e+03,3.871688e+03,3.994067e+03,4.128334e+03,4.273732e+03,4.440018e+03,4.615091e+03,4.807858e+03
8.650773e+02,1.210066e+03,1.499299e+03,1.701177e+03,1.881664e+03,2.046337e+03,2.246285e+03,2.340775e+03,2.594310e+03,2.610085e+03,2.687332e+03,2.839701e+03,3.048607e+03,3.173698e+03,3.182336e+03,3.210413e+03,3.264888e+03,3.311634e+03,3.390853e+03,3.475402e+03,3.583786e+03,3.688569e+03,3.815730e+03,3.977221e+03,4.142368e+03,4.305969e+03,4.491667e+03
9.089306e+02,1.278519e+03,1.577487e+03,1.797248e+03,1.994196e+03,2.172625e+03,2.372406e+03,2.492190e+03,2.731131e+03,2.770890e+03,2.867346e+03,3.030746e+03,3.242281e+03,3.350006e+03,3.380272e+03,3.424269e+03,3.488034e+03,3.556001e+03,3.651091e+03,3.733807e+03,3.848931e+03,3.961467e+03,4.106439e+03,4.255834e+03,4.406149e+03,4.581481e+03,4.728265e+03
8.941104e+02,1.256691e+03,1.547762e+03,1.765184e+03,1.960957e+03,2.131584e+03,2.325540e+03,2.445779e+03,2.679370e+03,2.713522e+03,2.803907e+03,2.973442e+03,3.179485e+03,3.281234e+03,3.299092e+03,3.333666e+03,3.389785e+03,3.458955e+03,3.557189e+03,3.646322e+03,3.757481e+03,3.867589e+03,4.016883e+03,4.174751e+03,4.336540e+03,4.493484e+03,4.640404e+03
8.644306e+02,1.214045e+03,1.498149e+03,1.707161e+03,1.893447e+03,2.062303e+03,2.252461e+03,2.365363e+03,2.592943e+03,2.623031e+03,2.735217e+03,2.876072e+03,3.073578e+03,3.180513e+03,3.204505e+03,3.240822e+03,3.287889e+03,3.350955e+03,3.427574e+03,3.520061e+03,3.648979e+03,3.787725e+03,3.915935e+03,4.038696e+03,4.183686e+03,4.342742e+03,4.490273e+03
8.786166e+02,1.231338e+03,1.521848e+03,1.735711e+03,1.925868e+03,2.097567e+03,2.289250e+03,2.405781e+03,2.634368e+03,2.674700e+03,2.771168e+03,2.926456e+03,3.109950e+03,3.228534e+03,3.243064e+03,3.277868e+03,3.327123e+03,3.396358e+03,3.492989e+03,3.605311e+03,3.716158e+03,3.829663e+03,3.956567e+03,4.109130e+03,4.257611e+03,4.392613e+03,4.560916e+03
8.833042e+02,1.239429e+03,1.529849e+03,1.738704e+03,1.934254e+03,2.095795e+03,2.298766e+03,2.400298e+03,2.648613e+03,2.682189e+03,2.760167e+03,2.914870e+03,3.137161e+03,3.246329e+03,3.272341e+03,3.303744e+03,3.350357e+03,3.428074e+03,3.503768e+03,3.605753e+03,3.712089e+03,3.800108e+03,3.951672e+03,4.087094e+03,4.272969e+03,4.434030e+03,4.586728e+03
9.263634e+02,1.299517e+03,1.606267e+03,1.828450e+03,2.033217e+03,2.207182e+03,2.415001e+03,2.529850e+03,2.780799e+03,2.817019e+03,2.920363e+03,3.074518e+03,3.285640e+03,3.409720e+03,3.430308e+03,3.468852e+03,3.519689e+03,3.606443e+03,3.692543e+03,3.788305e+03,3.909656e+03,4.035531e+03,4.164557e+03,4.314148e+03,4.494645e+03,4.642491e+03,4.815120e+03
