8.316475e+07,1.175961e+08,1.440192e+08,1.389148e+08,1.615954e+08,2.036688e+08
8.485935e+07,1.199975e+08,1.469596e+08,1.414609e+08,1.644041e+08,2.078321e+08
8.405134e+07,1.188458e+08,1.455326e+08,1.396730e+08,1.624305e+08,2.057954e+08
8.274572e+07,1.170172e+08,1.433097e+08,1.380858e+08,1.603363e+08,2.026671e+08
8.331567e+07,1.178239e+08,1.442947e+08,1.387296e+08,1.611070e+08,2.040618e+08
8.377630e+07,1.184683e+08,1.450865e+08,1.398068e+08,1.630230e+08,2.051827e+08
8.245355e+07,1.165989e+08,1.428011e+08,1.375944e+08,1.594656e+08,2.019503e+08
8.382958e+07,1.185491e+08,1.451836e+08,1.403855e+08,1.629474e+08,2.053149e+08
8.386400e+07,1.185712e+08,1.452228e+08,1.396818e+08,1.629372e+08,2.053671e+08
8.445102e+07,1.194150e+08,1.462415e+08,1.403575e+08,1.636934e+08,2.068124e+08
