2.500000e-09,1.649163e-08,4.702572e-09,6.044283e-09,3.352813e-09
1.875000e-09,1.554891e-08,7.691269e-09,6.180289e-09,2.813696e-09
1.250000e-09,1.571059e-08,4.564096e-09,6.234710e-09,3.381045e-09
6.250000e-10,1.250000e-08,7.783098e-09,6.082545e-09,2.834062e-09
3.125000e-10,6.250000e-09,4.672405e-09,6.003993e-09,3.325481e-09
1.562500e-10,3.125000e-09,3.125000e-09,3.125000e-09,2.835258e-09
7.812500e-11,1.562500e-09,1.562500e-09,1.562500e-09,1.562500e-09
3.125000e-09,1.647824e-08,4.702603e-09,5.994984e-09,2.858086e-09
3.750000e-09,1.568327e-08,7.875568e-09,6.279710e-09,3.350679e-09
4.375000e-09,1.603324e-08,4.736323e-09,6.181997e-09,3.207843e-09
5.000000e-09,1.654955e-08,4.628060e-09,6.013429e-09,2.966593e-09
5.625000e-09,1.637428e-08,4.691261e-09,6.116448e-09,3.105831e-09
6.250000e-09,1.655705e-08,7.946056e-09,6.062515e-09,2.736897e-09
1.250000e-09,1.585193e-08,7.829958e-09,5.906905e-09,3.358118e-09
