1.978659e+02,2.797036e+02,3.220651e+02,3.596702e+02,4.120337e+02,4.254490e+02,5.224444e+02,4.916406e+02,4.839098e+02,4.986195e+02,5.283675e+02,5.815624e+02,6.463736e+02,7.381571e+02
2.045979e+02,2.889130e+02,3.362951e+02,3.787499e+02,4.322527e+02,4.518435e+02,5.411654e+02,5.149619e+02,5.141212e+02,5.359639e+02,5.765514e+02,6.218382e+02,6.906705e+02,7.660780e+02
2.075105e+02,2.934429e+02,3.433480e+02,3.864233e+02,4.364873e+02,4.622064e+02,5.502981e+02,5.251393e+02,5.265502e+02,5.382973e+02,5.835362e+02,6.371030e+02,6.901710e+02,7.785954e+02
2.107276e+02,2.984663e+02,3.481582e+02,3.925199e+02,4.418490e+02,4.672982e+02,5.570848e+02,5.298533e+02,5.268144e+02,5.429320e+02,5.819427e+02,6.438030e+02,6.929041e+02,7.879488e+02
2.227811e+02,3.152184e+02,3.655323e+02,4.092795e+02,4.687512e+02,4.846062e+02,5.888014e+02,5.638369e+02,5.590679e+02,5.810514e+02,6.144652e+02,6.638455e+02,7.301628e+02,8.334803e+02
2.361568e+02,3.328742e+02,3.877631e+02,4.344763e+02,4.928892e+02,5.170917e+02,6.223780e+02,5.939076e+02,5.867691e+02,6.050885e+02,6.485397e+02,7.114409e+02,7.660014e+02,8.792878e+02
2.000116e+02,2.807402e+02,3.311508e+02,3.731682e+02,4.205330e+02,4.476039e+02,5.270458e+02,5.027868e+02,5.041230e+02,5.244612e+02,5.692313e+02,6.190829e+02,6.758839e+02,7.460544e+02
1.886322e+02,2.677151e+02,3.093239e+02,3.474991e+02,3.975416e+02,4.105564e+02,4.992402e+02,4.760003e+02,4.733576e+02,4.892970e+02,5.190688e+02,5.629337e+02,6.263124e+02,7.070198e+02
2.003611e+02,2.836590e+02,3.278183e+02,3.694669e+02,4.171390e+02,4.392206e+02,5.264527e+02,5.035236e+02,5.026008e+02,5.089845e+02,5.395658e+02,6.047201e+02,6.727217e+02,7.454669e+02
2.169531e+02,3.068383e+02,3.565110e+02,3.999030e+02,4.549462e+02,4.742815e+02,5.741252e+02,5.417625e+02,5.359961e+02,5.583822e+02,5.967406e+02,6.512270e+02,7.224495e+02,8.118968e+02
